	TCGA.A6.2675	TCGA.A6.4105	TCGA.A6.5656	TCGA.A6.5657	TCGA.A6.5659	TCGA.A6.5660	TCGA.A6.5661	TCGA.A6.5662	TCGA.A6.5664	TCGA.A6.5665	TCGA.A6.5666	TCGA.A6.5667	TCGA.A6.6137	TCGA.A6.6138	TCGA.A6.6140	TCGA.A6.6141	TCGA.A6.6142	TCGA.A6.6648	TCGA.A6.6649	TCGA.A6.6650	TCGA.A6.6651	TCGA.A6.6652	TCGA.A6.6653	TCGA.A6.6654	TCGA.A6.6780	TCGA.A6.6781	TCGA.A6.6782	TCGA.AA.3489	TCGA.AA.3496	TCGA.AA.3511	TCGA.AA.3655	TCGA.AA.3660	TCGA.AA.3662	TCGA.AA.3663	TCGA.AA.3697	TCGA.AA.3712	TCGA.AA.3713	TCGA.AD.5900	TCGA.AD.6548	TCGA.AD.6888	TCGA.AD.6889	TCGA.AD.6890	TCGA.AD.6895	TCGA.AD.6899	TCGA.AD.6901	TCGA.AD.6963	TCGA.AD.6964	TCGA.AD.6965	TCGA.AM.5820	TCGA.AM.5821	TCGA.AU.3779	TCGA.AU.6004	TCGA.AY.5543	TCGA.AY.6196	TCGA.AY.6197	TCGA.AY.6386	TCGA.AZ.4323	TCGA.AZ.4616	TCGA.AZ.5403	TCGA.AZ.5407	TCGA.AZ.6598	TCGA.AZ.6599	TCGA.AZ.6600	TCGA.AZ.6601	TCGA.AZ.6603	TCGA.AZ.6605	TCGA.AZ.6606	TCGA.AZ.6607	TCGA.AZ.6608	TCGA.CA.5254	TCGA.CA.5255	TCGA.CA.5796	TCGA.CA.5797	TCGA.CA.6715	TCGA.CA.6716	TCGA.CA.6717	TCGA.CA.6718	TCGA.CA.6719	TCGA.CK.4947	TCGA.CK.4948	TCGA.CK.4950	TCGA.CK.4952	TCGA.CK.5912	TCGA.CK.5913	TCGA.CK.5914	TCGA.CK.5915	TCGA.CK.5916	TCGA.CK.6746	TCGA.CK.6747	TCGA.CK.6748	TCGA.CK.6751	TCGA.CM.4743	TCGA.CM.4751	TCGA.CM.5344	TCGA.CM.5348	TCGA.CM.5349	TCGA.CM.5860	TCGA.CM.5861	TCGA.CM.5862	TCGA.CM.5863	TCGA.CM.5864	TCGA.CM.5868	TCGA.CM.6161	TCGA.CM.6162	TCGA.CM.6163	TCGA.CM.6164	TCGA.CM.6165	TCGA.CM.6166	TCGA.CM.6167	TCGA.CM.6168	TCGA.CM.6169	TCGA.CM.6170	TCGA.CM.6171	TCGA.CM.6172	TCGA.CM.6674	TCGA.CM.6675	TCGA.CM.6676	TCGA.CM.6677	TCGA.CM.6678	TCGA.CM.6679	TCGA.CM.6680	TCGA.D5.5537	TCGA.D5.5538	TCGA.D5.5539	TCGA.D5.5540	TCGA.D5.5541	TCGA.D5.6529	TCGA.D5.6530	TCGA.D5.6531	TCGA.D5.6532	TCGA.D5.6533	TCGA.D5.6534	TCGA.D5.6535	TCGA.D5.6536	TCGA.D5.6537	TCGA.D5.6538	TCGA.D5.6539	TCGA.D5.6540	TCGA.D5.6541	TCGA.D5.6898	TCGA.D5.6920	TCGA.D5.6922	TCGA.D5.6923	TCGA.D5.6924	TCGA.D5.6926	TCGA.D5.6927	TCGA.D5.6928	TCGA.D5.6929	TCGA.D5.6930	TCGA.D5.6931	TCGA.D5.6932	TCGA.D5.7000	TCGA.DM.A0X9	TCGA.DM.A0XD	TCGA.DM.A0XF	TCGA.DM.A1D0	TCGA.DM.A1D4	TCGA.DM.A1D6	TCGA.DM.A1D7	TCGA.DM.A1D8	TCGA.DM.A1D9	TCGA.DM.A1DA	TCGA.DM.A1DB	TCGA.DM.A1HA	TCGA.DM.A1HB	TCGA.DM.A280	TCGA.DM.A282	TCGA.DM.A285	TCGA.DM.A288	TCGA.DM.A28A	TCGA.DM.A28C	TCGA.DM.A28E	TCGA.DM.A28F	TCGA.DM.A28G	TCGA.DM.A28H	TCGA.DM.A28K	TCGA.DM.A28M	TCGA.F4.6459	TCGA.F4.6460	TCGA.F4.6461	TCGA.F4.6463	TCGA.F4.6569	TCGA.F4.6570	TCGA.F4.6703	TCGA.F4.6704	TCGA.F4.6805	TCGA.F4.6806	TCGA.F4.6807	TCGA.F4.6808	TCGA.F4.6809	TCGA.F4.6854	TCGA.F4.6855	TCGA.F4.6856	TCGA.G4.6293	TCGA.G4.6294	TCGA.G4.6295	TCGA.G4.6297	TCGA.G4.6298	TCGA.G4.6299	TCGA.G4.6302	TCGA.G4.6303	TCGA.G4.6304	TCGA.G4.6306	TCGA.G4.6307	TCGA.G4.6309	TCGA.G4.6310	TCGA.G4.6311	TCGA.G4.6314	TCGA.G4.6315	TCGA.G4.6317	TCGA.G4.6320	TCGA.G4.6321	TCGA.G4.6322	TCGA.G4.6323	TCGA.G4.6586	TCGA.G4.6588	TCGA.G4.6625	TCGA.G4.6626	TCGA.G4.6627	TCGA.G4.6628
HSD3B2|3284	0.729347645	1.062388183	-0.812263768	-0.251143866	4.222413912	-0.812263768	1.635843142	2.682777122	-0.812263768	2.211642167	-0.812263768	1.558916241	0.406279569	-0.585765171	-0.200806971	-0.812263768	0.100391704	0.545443518	2.129266043	0.602701668	-0.812263768	-0.430284315	-0.048714634	-0.180386644	-0.260858017	-0.575297887	0.211269157	-0.812263768	2.633123877	1.452302266	1.311319835	1.189402548	0.932680506	1.664963033	1.613929242	1.425507227	3.026251952	-0.812263768	1.696812402	0.942964648	-0.56159007	-0.812263768	-0.812263768	-0.19261286	0.247470446	-0.812263768	-0.812263768	-0.244784873	-0.216785262	-0.237410213	-0.557911988	-0.431253862	0.696457907	-0.187831287	-0.224739538	-0.812263768	-0.565694197	-0.812263768	-0.812263768	-0.812263768	3.30138263	2.525191291	1.93089104	0.173389168	0.611906218	1.214126128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB3|8988	1.973325187	-0.636245218	2.385366008	-0.465963608	1.52865383	-0.105791603	-0.23367447	1.920289243	-0.658401099	3.0641942	-0.935775153	1.215303284	0.108192482	-0.187544806	1.379685498	0.081158292	-0.60276984	0.456466404	0.043728386	-0.698363191	0.951478722	-0.095268323	-0.935775153	-0.464527873	0.061427069	-0.449991983	1.799409176	2.020312802	2.020229925	0.710889448	1.347378699	0.813139688	0.111026964	1.277754981	0.478912564	2.065433182	2.154031904	-0.935775153	0.34924097	0.574309492	-0.935775153	0.974497097	-0.935775153	-0.410155603	-0.629434619	1.135760112	-0.563554262	-0.634381418	1.283508333	-0.935775153	3.360621681	-0.673205074	0.022896276	-0.935775153	-0.935775153	-0.474791468	-0.432773953	-0.935775153	-0.177472345	-0.377701389	1.348625183	0.016030617	0.365561036	1.540148705	0.646056352	1.572684052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB6|126393	2.239123127	-0.294722702	0.542083678	1.25553056	1.022577408	-0.379431538	-1.375698575	2.10985403	1.332508788	1.078914303	-1.139608197	1.124829979	-0.613628887	0.34574801	-1.169568297	-0.140161769	0.35716816	0.763210187	0.383948957	-0.7850056	1.763009705	0.596298175	-1.144605334	0.694848407	-1.245264619	-0.624193946	1.062716142	2.059919367	2.106923823	0.754647041	1.825682858	0.735783852	1.303718492	2.294883855	1.177636163	0.473025308	1.336184983	0.580489799	0.137435648	-0.541385843	-1.680512823	-0.68973068	0.009375727	-0.476426258	0.696790656	0.379345097	-0.371118053	-1.392814128	0.658396293	-0.976370598	-0.631239494	-0.13688771	-1.233901074	1.557597482	-0.963658408	-1.210135665	1.253737787	-0.458416108	0.613098065	-1.548796006	1.834361753	1.148062187	1.283897057	1.934739302	2.092840498	2.995293825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7|27129	2.134066689	-0.503721813	0.37375233	1.219888693	0.691984555	0.012087853	-1.613460541	1.67493026	0.789068286	0.62755775	-1.195238696	0.68791699	-0.837700628	0.266777836	-1.028029179	-0.018966757	0.349003009	-0.932140238	0.907307212	-0.684389577	1.64618572	-0.303448093	-0.882487784	1.034193657	-1.737344928	0.265963438	0.612684239	1.674735133	2.122190252	-0.001312528	1.670007087	0.118759486	0.993087971	1.891732853	1.030090654	0.038591964	2.081636483	0.521024488	-0.021151325	-1.429457631	-0.962770062	-0.505027935	0.405081541	0.300616648	0.536249049	-0.838708017	-0.090069873	-0.188857382	1.465695517	-1.558702351	-0.421606947	0.32343713	-1.439270009	1.270699988	-1.309314924	-0.931451289	1.066153921	0.364169012	0.692599076	-0.917746798	1.62482796	0.997660775	0.547791077	1.997729842	1.805613252	2.817301079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB8|26353	2.675318614	-0.047902352	0.433184145	0.889948321	1.234139094	-0.40195767	-0.775265348	2.444485398	0.864363158	0.784386321	-1.457094632	0.982602843	-0.95091913	0.003472705	-0.998889626	-0.682569968	0.433468266	-1.151737557	0.690607428	-0.941837292	1.72630613	-0.803819935	-0.709031441	1.102976224	-0.793002359	0.527125461	0.537595014	2.454610105	2.813298263	0.317652082	2.227163787	0.016400735	1.450652121	2.106402563	1.646117527	0.184518323	2.187156436	0.75975202	0.379260033	-0.707112786	-0.822744427	-0.671736086	0.251940613	0.171100965	0.435225649	-0.698172407	-0.091134202	-0.320906839	1.042194497	-0.435113877	-0.299294053	0.13546109	-1.08297497	1.088651228	-0.735955743	-1.087184048	1.119700886	0.206315897	0.380733881	-0.995364702	1.806699883	1.072496718	1.088170443	1.882645477	2.388859509	3.47236701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR1D|3352	-2.082483386	0.311867625	0.167385229	0.6092206	-2.623602849	-0.223271873	0.798525897	-2.08276671	-0.162459128	-2.220268917	1.107641769	-2.085717094	-0.296775668	0.356025684	0.654944956	0.242707572	1.309288438	0.442443037	0.57358184	0.641262699	-0.572447577	0.58911256	1.165313475	0.524229433	1.102044731	-0.221423784	-0.094700661	-1.917108648	-1.418210592	-1.564489177	-1.821457471	-1.326938773	-2.016225746	-1.962829146	-1.506364898	-2.449242062	-1.384382668	0.779254447	-0.770364824	0.135495879	1.232680352	-0.506154449	1.04223769	-0.306987727	0.486592426	0.448232687	-0.676593244	0.974772252	0.353154685	-0.196932346	-0.668330112	0.443589382	-0.577323509	-0.712460912	0.963562432	0.499045909	0.217445316	-0.132223548	1.129211482	-0.245586664	-2.374734312	-2.188028785	-1.409048488	-2.606428442	-1.516161349	-1.680778984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR2B|3357	0.500356294	-0.541494142	-1.260751003	0.864212852	0.885668916	-0.719239184	-0.530429128	1.928866737	0.417483409	0.165620727	-0.289215047	-0.382523102	-0.895745762	0.486658636	-1.745520687	0.225331441	1.165934184	-1.478284834	1.141782605	-0.997476611	2.475131594	0.054217716	-0.552020718	1.154837936	-0.355144429	0.648762742	0.956893927	1.239005472	1.984109228	-0.241111009	1.156893928	0.508281107	1.023935531	1.081511999	0.585501283	-0.161238694	1.363922702	0.201354431	-0.888770994	-0.945590269	-0.925746475	-0.948685053	-0.433971953	1.397430238	1.420846199	-0.54421063	1.760190897	0.068850885	0.95288691	-1.463837257	-1.021289178	-0.205166977	-0.988392421	2.252714547	-0.888347473	-1.225543331	0.420812277	0.261598936	1.935811394	-0.95870727	-0.320035579	0.363162626	-0.063534793	0.895680875	1.100972937	1.515733396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR3A|3359	1.463468548	1.208210196	-0.022455934	1.226289787	1.36043137	-0.869963846	-0.400322498	2.311932652	1.043435009	1.36928577	-1.143943763	0.842893298	-0.477741496	0.101436327	-0.866859969	-0.776436575	0.555536219	-0.970370854	-0.931749482	-1.143943763	1.945757244	-1.143943763	0.988120036	0.109443837	-1.143943763	2.559554113	-0.659275155	1.806259683	2.549780361	2.45857404	1.419167939	0.451646679	0.594643985	2.102260274	1.276575162	-0.168240578	0.687057361	0.185987351	-0.19433549	1.281142731	0.023298268	-0.787961784	1.516976644	-0.910652661	-1.143943763	-1.143943763	0.601108714	-1.143943763	-0.279654993	0.829375183	0.256293278	0.079934069	-0.21352097	0.026169194	-0.685843169	-0.245970074	2.277969482	0.876681558	-1.143943763	-0.223123832	2.008694735	1.465071536	0.737235117	1.33853087	1.722325287	2.545923239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTR4|3360	1.447240456	0.193034144	1.534667767	-0.856311068	1.932260114	-0.438320071	-0.89025987	1.302079047	-0.585971694	1.491075188	-0.820619125	1.891746735	1.329180692	0.119766412	0.834944868	0.407636344	-0.613438626	1.218267034	0.705590688	0.614987729	-0.001289269	0.873726034	-1.290054481	-0.711613375	0.721024837	-1.028892518	-0.726886132	1.863391184	1.700469836	1.433296462	1.30791945	1.333984531	1.209659549	1.573386615	1.764644672	1.608805367	1.589229975	-0.814523426	0.219886168	1.149512984	-1.290054481	-0.124421291	-1.290054481	-0.01981321	0.293825111	-0.532722981	-0.305810002	-1.290054481	-0.747393011	-1.007232166	-0.26325706	-1.290054481	0.784332709	-0.975899367	1.673946651	-0.606555424	-0.554302245	-0.828041601	-0.324876787	-0.48739468	2.165602444	2.517676197	1.783938762	1.838633565	1.811071911	1.26308188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HULC|728655	-0.679041756	1.987236538	1.271632066	-0.679041756	-0.679041756	-0.410990331	-0.42041638	-0.679041756	-0.679041756	-0.679041756	3.421289368	-0.679041756	0.902905122	-0.679041756	0.080010858	-0.471809746	0.071314123	2.343947087	-0.559388457	-0.679041756	-0.679041756	-0.679041756	-0.679041756	1.779456794	-0.505414492	-0.679041756	-0.521145013	-0.249570284	-0.679041756	-0.106952132	-0.507298937	-0.679041756	-0.679041756	-0.679041756	-0.679041756	-0.679041756	-0.679041756	-0.679041756	-0.530976109	-0.679041756	-0.679041756	-0.341761512	-0.679041756	0.663863779	2.498828484	1.466748025	0.853122773	-0.499039633	-0.528222746	-0.679041756	0.031125163	-0.679041756	-0.679041756	-0.475816194	-0.679041756	-0.679041756	-0.503250291	0.375349548	-0.679041756	0.022434495	-0.397620125	-0.679041756	-0.679041756	-0.679041756	-0.679041756	-0.679041756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUNK|30811	-0.197125308	0.689134617	0.609379634	-0.360116199	-0.376950459	0.401852972	-0.747460204	-0.461572987	0.407914643	-0.484045442	1.058545776	0.266494539	0.668229758	0.433841687	1.553774431	0.275297033	0.419707036	1.042380333	-0.605504323	0.334600018	0.208715097	0.79378097	-2.231914124	0.257864671	-0.81492887	-0.832628827	0.386404111	-0.419326947	-0.706529309	0.091786021	0.013796809	-0.086800826	0.019185362	-0.132994319	-0.157450363	0.052710781	-0.476014103	-1.099002393	1.516610687	0.811791972	-1.166091529	0.884635333	-0.780421914	0.662214695	0.057400777	0.450742414	-1.641437013	0.893614316	0.329263042	-3.331711156	0.816952913	-0.634166796	0.853529494	-1.06993059	-0.976858577	0.471001359	0.081961755	-0.706541213	-0.144936044	0.359648467	0.145152258	0.130262652	0.118405137	0.157835274	-0.57595275	-0.802007742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYAL1|3373	0.678918788	-0.929337989	-1.158630617	-0.581010906	0.78709441	-1.201620558	1.295542983	0.211734292	0.958574746	0.203123332	-0.948758145	0.244797139	0.663840564	-1.163971601	-0.778786508	1.633779481	1.00076198	-0.33057841	0.711113442	-0.665520045	0.205994243	-1.118544026	-0.844011924	-0.301770282	2.289065616	1.463350197	-0.209817029	0.670040275	0.296998755	0.422071229	-0.106187653	0.398537418	0.051159561	0.276518955	0.866000196	0.385179065	0.878101987	-0.966494697	-0.271160115	-0.659634483	-0.563796538	0.972440845	0.614388434	0.071036776	-0.852606476	-0.403111729	-0.503046973	-0.214108493	-0.907530066	0.455778772	0.793803385	-0.441511834	1.986704134	-0.234458536	1.516895487	1.359012435	0.38236919	-0.436271686	-0.475985998	-0.218543104	0.463647415	1.521822891	0.52912024	0.668678232	0.878760449	0.420080644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IBSP|3381	-1.070933543	0.309492071	-0.521834807	0.164905254	-1.346649472	0.32735962	-0.575010589	-1.346649472	-0.37916924	-0.834840725	-0.559004754	-1.346649472	-1.346649472	0.473918266	-0.254298553	-1.346649472	1.162990674	-1.205797399	-1.346649472	-1.346649472	0.934180097	-1.120327929	1.454802379	1.79877764	-0.35112411	1.295102487	0.661974923	-1.346649472	-1.346649472	-1.346649472	-1.346649472	-1.039739863	-1.346649472	-1.346649472	-1.346649472	-1.08859411	-1.346649472	-0.467073087	1.061344241	-1.346649472	0.546401808	0.837950941	0.856716161	0.032679207	1.873309105	-0.716214474	-0.193903291	0.687544798	0.146233646	1.645551431	-0.324649847	0.859236727	-0.984946765	1.421693399	-1.133436045	0.329810115	-0.77526876	1.490626957	0.762741862	-1.346649472	-1.346649472	-1.346649472	-1.346649472	-1.346649472	-1.083601664	-1.046537873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDO1|3620	-0.554024235	0.873589401	-0.913827488	0.169004039	0.047590463	-0.786204481	0.258926936	-0.307422341	0.025944128	-0.183212789	-1.003873297	-0.646774196	0.506199923	1.433992786	-0.761799876	0.541162102	-0.594969343	-0.409354278	0.32977981	-0.964304118	0.201278976	-1.575145903	-0.427382744	1.164243037	0.993436636	0.394175069	0.329586272	2.505672957	-0.340687984	-0.18388807	0.075482704	0.112285401	-0.464887175	-0.057151019	-0.063036818	-0.484750228	-0.065616941	1.634332496	1.40157612	-0.764838208	-0.834179131	-0.004616525	1.13192761	1.45634153	0.837626715	1.178303223	1.406669745	-0.731782143	-0.929339252	2.151593935	0.374760355	1.157361495	1.919608171	0.868278706	-0.401139467	-0.45352568	0.389527972	1.618186474	-0.765032714	-0.65863745	0.102621932	-0.335097558	0.104807207	-0.420456621	1.753840213	-0.830742209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFI44L|10964	0.042564007	0.678831491	-1.258507314	1.117791249	-0.407402326	-0.317572618	-0.59838893	-0.016254218	-0.211454817	-0.147806353	-1.415611032	-0.306937905	0.253276206	0.600107725	-0.77680048	0.757279231	0.140604507	-0.617977327	-0.29003383	-1.091611166	0.718489334	-1.855501418	-1.535033461	1.18181461	1.154290703	0.431170664	0.514509131	1.482916657	0.630028947	-0.714601516	0.139052326	-0.275517389	-0.145577369	-0.499236433	0.558514415	-0.595137461	-0.012966848	1.772514462	0.661476443	0.090644515	0.026717116	0.406804888	1.785019153	1.221773438	0.778653537	-0.296090652	1.219153749	0.042489324	0.055130204	0.809792669	1.513410537	1.752694072	0.327746936	1.010729383	-2.170394566	-1.116045855	0.277762359	1.470236421	-0.55495767	-0.533700636	1.540731798	-0.12076914	1.158180437	-0.41864814	1.277159211	0.429570746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
