	TCGA.02.0001	TCGA.02.0003	TCGA.02.0007	TCGA.02.0009	TCGA.02.0010	TCGA.02.0011	TCGA.02.0014	TCGA.02.0021	TCGA.02.0024	TCGA.02.0027	TCGA.02.0028	TCGA.02.0033	TCGA.02.0034	TCGA.02.0038	TCGA.02.0043	TCGA.02.0047	TCGA.02.0052	TCGA.02.0054	TCGA.02.0057	TCGA.02.0058	TCGA.02.0060	TCGA.02.0064	TCGA.02.0069	TCGA.02.0071	TCGA.02.0074	TCGA.02.0075	TCGA.02.0080	TCGA.02.0083	TCGA.02.0085	TCGA.02.0086	TCGA.02.0089	TCGA.02.0099	TCGA.02.0102	TCGA.02.0107	TCGA.02.0113	TCGA.02.0114	TCGA.02.0115	TCGA.02.0116	TCGA.02.2466	TCGA.02.2470	TCGA.02.2483	TCGA.02.2485	TCGA.02.2486	TCGA.06.0122	TCGA.06.0124	TCGA.06.0125	TCGA.06.0126	TCGA.06.0128	TCGA.06.0129	TCGA.06.0130	TCGA.06.0133	TCGA.06.0137	TCGA.06.0139	TCGA.06.0140	TCGA.06.0141	TCGA.06.0142	TCGA.06.0143	TCGA.06.0145	TCGA.06.0147	TCGA.06.0155	TCGA.06.0169	TCGA.06.0875	TCGA.06.0876	TCGA.06.0877	TCGA.06.0878	TCGA.06.0879	TCGA.06.0881	TCGA.06.0882	TCGA.06.0939	TCGA.06.1084	TCGA.06.1086	TCGA.06.1087	TCGA.06.1800	TCGA.06.1801	TCGA.06.1802	TCGA.06.1805	TCGA.06.2557	TCGA.06.2558	TCGA.06.2559	TCGA.06.2561	TCGA.06.2562	TCGA.06.2563	TCGA.06.2564	TCGA.06.2565	TCGA.06.2566	TCGA.06.2567	TCGA.06.2569	TCGA.06.2570	TCGA.12.0670	TCGA.12.0820	TCGA.12.0821	TCGA.12.0822	TCGA.12.0826	TCGA.12.0827	TCGA.12.0828	TCGA.12.0829	TCGA.12.1088	TCGA.12.1089	TCGA.12.1090	TCGA.12.1091	TCGA.12.1092	TCGA.12.1093	TCGA.12.1094	TCGA.12.1095	TCGA.12.1096	TCGA.12.1097	TCGA.12.1098	TCGA.12.1099	TCGA.12.1597	TCGA.12.1598	TCGA.12.1599	TCGA.12.1600	TCGA.12.1602	TCGA.12.3644	TCGA.12.3646	TCGA.12.3648	TCGA.12.3649	TCGA.12.3650	TCGA.12.3651	TCGA.12.3652	TCGA.12.3653	TCGA.14.0736	TCGA.14.0783	TCGA.14.0786	TCGA.14.0787	TCGA.14.0789	TCGA.14.0790	TCGA.14.0812	TCGA.14.0813	TCGA.14.0817	TCGA.14.0865	TCGA.14.0866	TCGA.14.0867	TCGA.14.0871	TCGA.14.1034	TCGA.14.1037	TCGA.14.1396	TCGA.14.1401	TCGA.14.1402	TCGA.14.1451	TCGA.14.1452	TCGA.14.1453	TCGA.14.1454	TCGA.14.1455	TCGA.14.1456	TCGA.14.1458	TCGA.14.1459	TCGA.14.1794	TCGA.14.1795	TCGA.14.1821	TCGA.14.1823	TCGA.14.1825	TCGA.14.1827	TCGA.14.1829	TCGA.14.2554	TCGA.14.2555	TCGA.14.3476	TCGA.14.3477	TCGA.14.4157	TCGA.15.1446	TCGA.15.1447	TCGA.15.1449	TCGA.16.0846	TCGA.16.0848	TCGA.16.0849	TCGA.16.0850	TCGA.16.0861	TCGA.16.1045	TCGA.16.1047	TCGA.16.1048	TCGA.16.1055	TCGA.16.1056	TCGA.16.1060	TCGA.16.1062	TCGA.16.1063	TCGA.16.1460	TCGA.19.0955	TCGA.19.0957	TCGA.19.0960	TCGA.19.0962	TCGA.19.0963	TCGA.19.0964	TCGA.19.1385	TCGA.19.1386	TCGA.19.1387	TCGA.19.1388	TCGA.19.1389	TCGA.19.1390	TCGA.19.1392	TCGA.19.1786	TCGA.19.1787	TCGA.19.1788	TCGA.19.1789	TCGA.19.1790	TCGA.19.1791	TCGA.19.2619	TCGA.19.2620	TCGA.19.2621	TCGA.19.2623	TCGA.19.2624	TCGA.19.2625	TCGA.19.2629	TCGA.19.2631	TCGA.19.4068	TCGA.26.1438	TCGA.26.1439	TCGA.26.1440	TCGA.26.1443	TCGA.26.1799	TCGA.27.1830	TCGA.27.1831	TCGA.27.1832	TCGA.27.1833	TCGA.27.1834	TCGA.27.1835	TCGA.27.1836	TCGA.27.1837	TCGA.27.1838	TCGA.27.2518	TCGA.27.2519	TCGA.27.2521	TCGA.27.2523	TCGA.27.2524	TCGA.27.2526	TCGA.27.2527	TCGA.27.2528	TCGA.28.1745	TCGA.28.1746	TCGA.28.1747	TCGA.28.1749	TCGA.28.1750	TCGA.28.1751	TCGA.28.1752	TCGA.28.1753	TCGA.28.1755	TCGA.28.1756	TCGA.28.1757	TCGA.28.1760	TCGA.28.2502	TCGA.28.2506	TCGA.28.2509	TCGA.28.2513	TCGA.28.2514	TCGA.32.1970	TCGA.32.1973	TCGA.32.1976	TCGA.32.1977	TCGA.32.1978	TCGA.32.1982	TCGA.32.1986	TCGA.32.1987	TCGA.32.1991	TCGA.32.2491	TCGA.32.2494	TCGA.32.2495	TCGA.32.2615	TCGA.32.2616	TCGA.32.2632	TCGA.32.2634	TCGA.32.2638	TCGA.32.4208	TCGA.32.4209	TCGA.32.4210	TCGA.32.4211	TCGA.32.4213	TCGA.32.4719	TCGA.41.2571	TCGA.41.2572	TCGA.41.2573	TCGA.41.2575	TCGA.41.3392	TCGA.41.3393	TCGA.41.3915	TCGA.41.4097
SLC15A2	-0.827263133	-0.565953926	-1.15216779	-1.544283696	-0.651358556	-0.147554568	-1.933661937	-1.329292652	-1.352735102	1.510377989	0.053244909	1.117018058	-0.218261125	-1.125553289	-1.287123759	-1.031753751	-1.203950824	-0.39087813	-0.53565681	-0.471807138	0.542889895	-0.958606888	-1.195694912	0.775367498	-0.762741864	-0.392536968	-0.122946009	0.127611473	-0.183089415	1.293230695	1.372654939	2.024188697	-0.909488288	0.243548676	0.965388866	-1.649008894	2.077189305	-1.523479289	-1.200756811	-0.896413157	-1.475804073	0.367172194	0.707438707	-0.772506911	-0.597716873	0.793860786	-0.486562551	-0.25471966	0.659063869	-1.128376025	0.610282595	-0.760092854	0.190819661	-0.138957944	0.099632693	-0.708684674	-0.543238237	-0.357023368	-0.961729269	-1.533378109	-0.087782702	-1.455473646	0.590548694	-0.03289879	0.012300472	0.559245542	-0.516123297	1.109020513	0.552335249	0.536362338	-1.17060534	-1.545835091	-0.50100977	-0.559604477	-1.662745541	0.538350147	-0.595872115	-0.466858762	-0.77180996	2.125376822	-0.338410962	0.809279351	1.282115743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MREG	-0.555767182	0.038216368	-0.733380107	-1.732809024	0.076550863	1.411667642	-1.442424362	0.309108484	-0.211090521	-0.081972046	-0.395337531	0.217345066	-2.347660954	-2.353787407	0.681933442	-0.274276432	-0.929870327	0.947297832	-0.780024519	-0.788170149	-0.509852144	0.847285245	-1.130802562	0.762781377	-0.738456043	1.282296201	-1.206576941	0.50733828	-0.185109592	2.242388991	0.624344852	0.378877426	-0.638114489	0.63707734	0.660376894	-0.151915043	1.85543043	0.744972445	0.097072127	-0.088932965	-0.734815523	-0.754932961	1.062492632	0.608212915	1.011166205	-0.027583849	-0.5299944	0.294944879	-1.376930572	-2.156337576	0.233046864	-0.988842283	0.199622342	-0.289996417	1.22746907	-1.997229006	0.464576965	-0.041548839	-0.387693739	-0.885386727	-0.020259942	0.360298606	1.198628376	0.884181314	1.087607404	1.927131397	-0.272521454	0.995099749	1.194163392	1.14013069	-3.007150953	-1.731155727	-0.465379016	-0.203473986	0.143100773	-1.839729322	-0.19358608	-0.232412446	-0.749847482	1.386894064	1.701868362	0.315941161	0.108028427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPH	-1.439832594	0.054422335	-2.279010133	2.019395774	-2.119418935	-1.055796152	-1.631472396	-2.508133435	-2.364591586	0.566349763	-0.573162536	-1.0921442	-0.456325653	-2.179494141	0.885676626	-2.465818596	-0.198338996	-0.809915682	0.116582395	-0.838265301	0.81663445	-0.38533541	-0.495186826	0.485771475	-0.1176588	1.720356552	-1.151623071	-0.973524198	0.408041119	1.244854108	1.013064289	0.80601202	0.55213661	1.24005871	1.695049841	-1.492357156	1.202281261	0.888906077	-0.740006642	0.723540154	-0.339755674	0.199404956	0.525584646	-0.151297149	-0.429242491	-0.218505075	-0.775454394	-0.144507062	-1.807657153	0.492502928	0.927616238	-1.225927841	0.291012259	0.667516299	1.165549676	0.528929028	-0.569820433	-1.521453862	0.67574829	0.926854006	-1.446002533	-1.480422791	-0.501838568	0.095182943	0.063118042	-0.519904883	0.858588533	1.062128761	0.02839754	0.966267139	1.065491031	0.941468378	1.705601343	-0.960824712	-0.750856093	-0.023071971	0.140655008	0.112512921	-0.984373234	1.680264328	1.04945624	-0.241926629	-0.528217638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MET	0.573413098	1.589442838	1.384179179	3.388305638	1.460397254	-0.388299024	0.300785748	3.962645543	2.735324326	2.013170508	1.513691755	1.625506852	0.886293969	2.002488317	2.388658227	4.0735948	2.706995321	0.911094938	2.363085115	1.328914046	2.795572285	0.753238785	-0.252468794	0.429118266	1.6228784	2.703147877	-0.829062186	-0.905226039	-0.48860783	1.076690162	-0.816145716	0.652330473	-0.652824372	0.356498794	-0.659975529	-0.75267941	1.548902001	2.912516079	-0.894450696	0.344798055	0.59093783	-0.783798626	0.848546992	-0.167862554	1.495654327	-0.768388429	-0.260516429	-0.676714846	-0.690108261	2.568232047	-0.738746728	-0.242396864	0.22639517	0.413641437	0.327746965	-0.079122563	0.044215404	-0.291911157	0.27918946	-0.627603138	-0.408301528	-0.19129533	-0.421900014	-0.695543065	0.320414503	0.318986251	0.334229422	-0.101019808	-0.200708624	0.357984903	-0.780715622	-0.723055345	-0.030042182	-0.801694207	-0.227504281	-0.852018238	-0.953362625	-0.612581977	-0.368776145	0.031396827	1.086700145	-0.878924066	0.07026738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WSCD1	-1.953247077	-2.666086266	-1.675358312	-2.058028612	-1.846568225	-2.539502194	-0.707873764	-2.354400399	-0.753767061	-2.652768161	-2.365178227	-2.1488593	-1.5032028	-2.183861756	-2.158123411	-1.645386625	-2.331017822	-2.22852767	-2.584479051	-2.384645893	-2.471900207	-1.509005355	-0.251266984	0.569412184	0.185859359	-0.078426161	-0.250968721	0.482746926	-0.207782298	-0.78848811	0.427948858	-1.332937975	0.869425699	-2.002682015	0.071208197	0.158898475	-0.153041324	-2.361748532	0.477130312	0.360461917	0.66809566	1.075439251	-0.534246013	-0.246213052	-0.042637142	0.603011535	0.553858773	-0.867524937	0.366951257	-2.259569888	-1.024773427	0.608895071	-1.626913226	-0.3949176	-0.964957795	-0.661546071	0.292529212	0.113478949	-1.22777266	-0.784734292	0.128291478	0.047279716	0.696819245	0.939490745	0.29134672	0.602448648	-1.472686025	0.114709582	-1.824387988	-1.396438988	-1.823191484	-1.511661949	-1.719004136	0.594081664	0.251401949	-0.564679955	0.621701367	0.253375085	0.819404777	0.06025729	0.677664962	1.250858775	0.778517889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF3	-0.553680713	0.872969068	0.047378092	-1.954901913	-0.836053482	-2.812884853	-0.287580802	0.732252566	1.118229415	-0.190695635	-0.757541173	-1.704879899	-1.336149039	-2.112213557	-1.211215863	0.107307319	-0.149947758	-2.1181417	-1.46720775	-0.891213782	-0.234714901	-1.476602014	-0.083525381	-0.554310452	-1.018108215	-1.035881089	0.892691751	-2.277463484	0.055024309	-0.406519764	-0.200174097	1.535186943	-0.539963963	-0.52108292	-0.247679232	-1.05085321	0.503635044	0.714961403	0.268882507	-0.758938706	0.571511424	0.935300745	-0.304764299	-0.717413234	-0.440505783	1.072079515	1.152942088	-1.834821513	-1.402344264	-1.878938166	-0.238392189	-1.020858252	-2.923379875	-0.756439433	-0.279839067	-2.022753733	-0.136933262	-1.025173985	-2.605762728	-0.29432363	-1.101001216	0.168755414	-0.772129567	0.209130131	1.425157504	-0.042972367	-1.741317949	-0.146276992	-1.736737556	-0.288680628	-0.43250565	1.915059081	-0.183007729	0.100104295	-0.954492731	0.030800737	0.478382651	-0.129509257	0.289370138	0.693617607	0.688757121	-0.05334314	0.210534974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA3	1.075808161	-0.198155906	0.753432257	-0.577350212	0.253935962	-1.142878112	-1.386097453	3.859560328	2.73859275	1.077752015	0.845108818	0.589244791	0.915810045	0.271041877	2.134331877	0.742895886	2.160890434	-0.060218698	0.715048329	-1.107158018	0.872791075	-0.429697436	-0.852773214	0.200164062	-1.151808629	-0.172303798	-0.628266942	-0.273075413	0.458316461	1.283725094	-0.068142333	-0.439316637	-0.865131951	0.993837328	0.517424726	-1.122680415	0.524294961	1.34395135	-1.340540567	1.227825399	-0.102803204	-1.28507105	2.338564646	0.475992274	0.866743239	0.214428193	-0.417443264	-0.811551862	-1.500957541	-0.51539609	-0.991970212	0.771285591	-0.405093338	-0.156832597	0.689571208	-0.596052382	1.115642557	0.514084652	-0.325205802	-0.052738498	0.443951881	-0.990673922	0.206197884	1.124748617	0.851720928	0.369691913	-0.19156582	0.439981737	-1.076124559	1.11570472	-0.581727798	-1.690355448	-0.890533109	-0.304330958	0.065733336	-0.693054534	-1.104249322	-0.959937213	-0.350927148	0.987326045	3.013991314	-1.089997778	0.122245772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5AR1	1.078735321	0.008771018	-2.116453098	0.160267763	-1.401515997	-0.834812961	-1.896241479	-1.065237227	-2.101887553	1.615972053	1.323964865	-0.823593073	1.252067715	-1.876143542	0.118786037	-1.648640728	-0.398217965	-1.490474205	-0.367539863	-1.049486159	1.675386571	1.810614694	-1.721732061	0.593838912	0.181328627	0.509590948	-1.532536842	-1.0372294	-0.094903017	0.846709268	1.536996146	0.363401152	-0.418418957	1.803571114	-0.16151869	-1.390446085	-0.271968766	-2.396149934	-0.869713652	1.368373354	1.135504369	0.132565447	1.946542869	1.241308268	1.064761013	-0.647276113	-1.111345569	-0.402448571	-1.003394267	0.761712904	-0.760387209	1.039575164	2.282002517	1.288031559	1.79951555	-0.992039673	1.410979654	-0.77569161	1.320998894	0.789644869	1.241459915	0.406464696	0.458672824	0.334966337	0.690883997	-0.280179193	2.505470043	0.208306205	0.378226117	0.879761226	-0.795279727	-1.292218997	-0.028425082	-1.293356894	0.422694036	-0.399192838	0.532364217	-0.090907288	0.510848268	0.5022775	0.582756203	-1.041614954	0.017152689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2M	-0.340160006	0.342892336	-5.487364107	-0.297145562	-1.471648143	-5.780798786	-0.388309679	-6.216594546	-6.174386262	1.009144708	0.752271383	-0.548782947	0.428804844	-6.690878276	-0.577208961	-5.049501646	-0.736074279	-0.73062099	-0.927665909	-1.122666345	1.079558059	0.552407846	-0.418639199	0.561842976	0.374104693	0.210946558	-0.176128861	-0.486625914	0.42151703	0.303435719	0.346980969	0.966377959	-0.135758143	0.73056416	-0.662560803	-0.677618707	-0.204014923	-0.981722467	-0.360581663	0.542739539	0.304281128	-0.303698041	0.61086258	0.448789242	0.197035992	-0.317340964	0.119726205	0.045987417	0.152746777	0.255653524	0.00794607	-0.777249711	0.630203761	0.387209878	0.230049488	0.289471292	0.212413261	-0.076053635	0.734131988	0.970246698	-0.161570287	0.336979948	0.440175517	0.548967483	0.200744648	-0.088791203	0.786986707	0.429855788	0.302591881	0.013011551	-0.299922511	-0.558339948	0.51929224	0.143468176	0.203981344	0.504931719	0.628098685	0.21884314	-0.098508555	0.329264996	0.366009667	0.265479196	0.334465175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA3	1.174129936	3.098677388	1.678478078	3.700084805	2.118732896	1.35749322	-0.601761665	4.023548533	3.69285766	4.389172187	4.037455698	3.939625518	1.537586864	3.265380032	4.100367242	1.0623856	3.138122928	1.251953418	3.213380633	3.42536567	3.741485716	-0.380256995	0.258409912	-0.683760587	-0.89105513	-0.735087816	-0.73499819	-0.600640488	0.05742474	-0.63916752	-0.558179461	-0.569940175	-0.872914547	-0.682439039	-0.762056009	-0.473788485	0.148448719	2.588530382	-0.817531937	0.032698253	-0.749309604	-0.896541753	-0.165096981	-0.344099649	0.565495154	-0.457160515	-0.235070428	0.219027724	-0.334156813	-0.442985569	0.784272343	0.178866789	0.599498714	-0.46392616	-0.301863823	0.998421512	-0.304778144	0.878025616	-0.376236863	0.819659294	-0.560288111	0.08247279	-0.492837257	-0.61099549	-0.387798884	-0.282084375	0.277193896	0.188465431	0.631092688	0.984151747	-0.612231725	-0.808323053	-0.173746932	-0.136034481	-0.046793574	-0.271921862	-0.211057072	0.606643557	-0.635136853	0.182766082	-0.349841325	-0.361865066	-0.370313925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QTNF3	-1.448600101	-0.453428078	-1.24410571	1.14191362	-0.906842143	-1.073734733	-0.100398521	-0.333563113	-1.523028791	-0.069377841	-1.494990885	-0.743892598	-0.680798045	-1.615317491	2.434731053	-1.062200603	-0.827203223	-1.335948681	1.292379565	-1.047829464	0.9599083	-0.651958039	-1.12650404	1.150428555	0.195381088	-0.237140677	0.247227149	-0.203889184	1.463286016	-0.908722641	0.136070443	0.540827776	-0.321178738	1.073265416	2.171762586	0.146160275	-1.57770983	0.01462625	0.29713589	0.222484795	-0.683043986	-0.120109484	-1.238770004	-0.720941256	-0.057790463	-0.407918932	0.658419242	0.751390516	0.593701824	0.260418333	1.947761886	-1.123041739	-1.286443035	-0.428330806	-0.202671799	0.209384375	-0.534714079	0.935357298	-0.670070758	2.874673486	-0.343625329	-0.385523214	0.494554072	-0.861060458	0.590358085	0.580969105	-0.953812035	1.646968769	-1.338175642	0.170445692	-0.801826296	-0.339580753	1.434697556	-0.26457259	-0.647021254	-0.664704927	0.201970244	0.658821297	-0.891682469	1.517294291	0.446754393	0.857119281	1.332773345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf61	-2.891404004	-3.020723544	-0.631007122	-3.494150659	-3.403746274	-3.009935357	0.593213433	-2.060991438	-3.488429592	-3.872366129	-3.292724581	-2.83690702	-2.67421757	-3.240599507	-3.535068027	-3.028850324	-3.650156633	-3.036430426	-3.89721603	-3.162898577	-3.844440501	-0.39579874	0.168826599	0.073834525	0.193424314	-0.60138215	0.506276962	0.551296653	0.221541889	0.23192054	0.499984247	-0.320482733	0.264370913	0.036251132	0.646406589	0.301343384	0.591383299	-3.076886509	0.003960158	0.305838694	0.365132988	0.491626171	-0.080329007	-0.014982654	-0.120329571	0.088929772	0.394670018	0.374328911	0.306454858	-1.292842235	0.593026123	-0.018063233	-0.541853414	0.16124591	0.445151056	0.235921023	0.242796497	0.248164476	-0.505862098	-0.33770968	0.478646085	0.546387549	0.636573129	0.31894178	0.454491606	0.540981474	-0.711294342	0.609345708	0.042418126	0.220156415	-0.078274702	-1.244396855	0.173829753	0.337239915	-0.072775769	0.306368578	0.537342315	0.527900582	0.446893511	0.321140345	0.434250628	0.397117299	0.450094199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
